Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1990-03-08,187.75,189.54,187.75,189.43,1,0,0
1990-03-09,189.43,189.44,187.88,188.41,1,0,0
1990-03-12,188.41,188.89,187.61,188.76,1,0,0
1990-03-13,188.76,188.79,187.25,187.5,1,0,0
1990-03-14,187.5,188.22,187.01,187.92,1,0,0
1990-03-15,187.92,188.84,187.92,188.46,1,0,0
1990-03-16,188.47,190.3,188.47,190.28,1,0,0
1990-03-19,190.3,191.15,188.89,191.06,1,0,0
1990-03-20,191.07,191.49,189.81,190.1,1,0,0
1990-03-21,190.1,190.43,189.22,189.28,1,0,0
1990-03-22,189.28,189.28,186.11,187.07,1,0,0
1990-03-23,187.07,188.05,187.07,187.91,1,0,0
1990-03-26,187.91,189.14,187.91,188.16,1,0,0
1990-03-27,188.16,189.93,187.82,189.93,1,0,0
1990-03-28,189.93,190.28,189.41,190.06,1,0,0
1990-03-29,190.05,190.06,188.95,189.41,1,0,0
1990-03-30,189.41,189.69,188.15,189.13,1,0,0
1990-04-02,189.14,189.14,187.25,188.38,1,0,0
1990-04-03,188.39,190.87,188.39,190.84,1,0,0
1990-04-04,190.85,191.14,189.35,189.63,1,0,0
1990-04-05,189.63,190.36,189.32,189.35,1,0,0
1990-04-06,189.35,189.8,188.49,188.86,1,0,0
1990-04-09,188.86,189.69,188.8,189.41,1,0,0
1990-04-10,189.41,189.95,189.08,189.81,1,0,0
1990-04-11,189.82,190.29,189.58,189.89,1,0,0
1990-04-12,189.89,191.31,189.89,191.17,1,0,0
1990-04-16,191.18,192.62,191.14,191.4,1,0,0
1990-04-17,191.4,191.52,190.11,191.31,1,0,0
1990-04-18,191.31,191.59,189.05,189.29,1,0,0
1990-04-19,189.29,189.29,187.68,187.89,1,0,0
1990-04-20,187.89,188.09,185.58,186.33,1,0,0
1990-04-23,186.34,186.34,183.63,184.11,1,0,0
1990-04-24,184.11,185.06,183.44,183.69,1,0,0
1990-04-25,183.69,184.84,183.69,184.53,1,0,0
1990-04-26,184.53,185.27,183.91,184.87,1,0,0
1990-04-27,184.87,185.15,182.82,182.95,1,0,0
1990-04-30,182.94,183.91,182.28,183.76,1,0,0
1990-05-01,183.76,184.79,183.76,184.53,1,0,0
1990-05-02,184.54,185.61,184.49,185.61,1,0,0
1990-05-03,185.61,186.94,185.61,186.22,1,0,0
1990-05-04,186.22,187.65,186.09,187.63,1,0,0
1990-05-07,187.63,188.99,187.56,188.72,1,0,0
1990-05-08,188.72,189.43,188.57,189.42,1,0,0
1990-05-09,189.42,189.86,188.89,189.76,1,0,0
1990-05-10,189.76,190.88,189.76,190.41,1,0,0
1990-05-11,190.4,194.52,190.39,194.44,1,0,0
1990-05-14,194.45,197.58,194.45,195.96,1,0,0
1990-05-15,195.96,196.07,195.06,195.77,1,0,0
1990-05-16,195.77,195.9,194.56,195.63,1,0,0
1990-05-17,195.63,197.0,195.63,195.99,1,0,0
1990-05-18,196.0,196.19,195.15,196.14,1,0,0
1990-05-21,196.19,198.39,195.85,198.04,1,0,0
1990-05-22,198.04,199.4,197.3,198.38,1,0,0
1990-05-23,198.39,198.94,197.78,198.94,1,0,0
1990-05-24,198.94,199.12,198.35,198.7,1,0,0
1990-05-25,198.71,198.71,196.72,196.82,1,0,0
1990-05-29,196.82,199.63,196.82,199.63,1,0,0
1990-05-30,199.63,200.39,199.34,199.73,1,0,0
1990-05-31,199.74,200.22,199.44,199.84,1,0,0
1990-06-01,199.84,201.02,199.84,201.02,1,0,0
1990-06-04,201.02,203.43,200.72,203.27,1,0,0
1990-06-05,203.27,203.96,202.51,203.01,1,0,0
1990-06-06,203.01,203.01,201.99,202.26,1,0,0
1990-06-07,202.26,202.75,200.67,201.34,1,0,0
1990-06-08,201.34,201.46,198.68,199.14,1,0,0
1990-06-11,199.14,200.53,198.61,200.53,1,0,0
1990-06-12,200.53,203.22,200.34,202.85,1,0,0
1990-06-13,202.86,203.33,202.14,202.37,1,0,0
1990-06-14,202.47,202.47,200.74,201.31,1,0,0
1990-06-15,201.31,201.35,200.3,201.19,1,0,0
1990-06-18,201.2,201.2,198.14,198.14,1,0,0
1990-06-19,198.14,198.97,197.65,198.77,1,0,0
1990-06-20,198.77,199.46,198.04,198.95,1,0,0
1990-06-21,198.95,199.75,198.22,199.61,1,0,0
1990-06-22,199.61,200.91,197.4,197.4,1,0,0
1990-06-25,197.4,197.8,195.52,195.68,1,0,0
1990-06-26,195.68,197.44,195.37,195.48,1,0,0
1990-06-27,195.47,197.14,195.02,196.86,1,0,0
1990-06-28,196.86,198.19,196.86,198.19,1,0,0
1990-06-29,198.19,198.92,198.08,198.52,1,0,0
1990-07-02,198.52,199.18,198.24,199.16,1,0,0
1990-07-03,199.17,199.64,199.11,199.47,1,0,0
1990-07-05,199.47,199.47,196.96,197.33,1,0,0
1990-07-06,197.33,198.85,196.8,198.65,1,0,0
1990-07-09,198.65,199.41,198.47,199.14,1,0,0
1990-07-10,199.14,199.23,197.66,197.66,1,0,0
1990-07-11,197.66,199.96,197.64,199.96,1,0,0
1990-07-12,199.96,202.12,199.73,202.11,1,0,0
1990-07-13,202.11,204.16,202.11,203.07,1,0,0
1990-07-16,203.07,204.24,203.07,203.85,1,0,0
1990-07-17,203.85,204.08,201.81,202.98,1,0,0
1990-07-18,202.97,202.97,200.52,201.2,1,0,0
1990-07-19,201.2,201.52,199.57,201.51,1,0,0
1990-07-20,201.51,202.15,199.64,199.65,1,0,0
1990-07-23,199.66,199.66,193.75,196.06,1,0,0
1990-07-24,196.06,196.41,194.06,196.2,1,0,0
1990-07-25,196.2,197.06,195.81,196.92,1,0,0
1990-07-26,196.91,197.16,195.54,196.44,1,0,0
1990-07-27,196.44,196.44,194.61,195.12,1,0,0
1990-07-30,195.12,195.8,193.7,195.8,1,0,0
1990-07-31,195.8,196.69,194.99,196.0,1,0,0
1990-08-01,196.01,196.53,194.87,195.66,1,0,0
1990-08-02,195.66,195.66,192.58,193.29,1,0,0
1990-08-03,193.3,193.3,185.99,189.51,1,0,0
1990-08-06,189.51,189.51,182.97,183.47,1,0,0
1990-08-07,183.48,185.64,182.66,183.76,1,0,0
1990-08-08,183.77,186.11,183.75,185.84,1,0,0
1990-08-09,185.84,187.15,185.6,186.91,1,0,0
1990-08-10,186.91,186.91,183.98,184.62,1,0,0
1990-08-13,184.62,184.65,182.91,184.61,1,0,0
1990-08-14,186.02,187.14,185.41,186.47,1,0,0
1990-08-15,186.47,187.8,186.47,186.93,1,0,0
1990-08-16,186.93,186.93,182.81,182.82,1,0,0
1990-08-17,182.82,182.82,178.36,180.0,1,0,0
1990-08-20,180.0,180.77,179.53,180.01,1,0,0
1990-08-21,180.01,180.01,174.75,176.37,1,0,0
1990-08-22,176.38,177.57,173.54,173.54,1,0,0
1990-08-23,173.54,173.54,167.88,168.05,1,0,0
1990-08-24,168.04,170.53,167.9,170.52,1,0,0
1990-08-27,170.52,176.84,170.52,176.09,1,0,0
1990-08-28,176.09,176.55,175.56,176.16,1,0,0
1990-08-29,176.16,178.36,175.92,177.6,1,0,0
1990-08-30,177.6,177.8,174.7,175.06,1,0,0
1990-08-31,175.06,176.82,174.1,176.82,1,0,0
1990-09-04,176.82,177.02,175.11,177.02,1,0,0
1990-09-05,177.02,177.84,176.21,177.76,1,0,0
1990-09-06,177.76,177.76,175.27,175.83,1,0,0
1990-09-07,175.83,177.57,175.45,177.35,1,0,0
1990-09-10,177.35,178.98,176.28,176.7,1,0,0
1990-09-11,176.71,176.93,175.62,176.33,1,0,0
1990-09-12,176.33,177.02,175.63,177.02,1,0,0
1990-09-13,177.02,177.02,174.77,174.98,1,0,0
1990-09-14,174.98,174.98,172.99,173.94,1,0,0
1990-09-17,173.94,174.38,173.09,174.31,1,0,0
1990-09-18,174.31,174.66,172.59,174.56,1,0,0
1990-09-19,174.56,174.91,173.52,173.65,1,0,0
1990-09-20,173.65,173.65,170.5,170.83,1,0,0
1990-09-21,170.83,171.13,169.1,170.57,1,0,0
1990-09-24,170.57,170.57,166.3,166.79,1,0,0
1990-09-25,166.79,168.62,166.61,168.62,1,0,0
1990-09-26,168.62,168.62,166.05,166.87,1,0,0
1990-09-27,166.87,168.05,163.64,164.46,1,0,0
1990-09-28,164.46,167.11,161.89,167.03,1,0,0
1990-10-01,167.11,171.79,167.11,171.79,1,0,0
1990-10-02,171.79,174.36,171.79,172.13,1,0,0
1990-10-03,172.13,172.44,169.83,170.07,1,0,0
1990-10-04,170.07,170.83,168.6,170.56,1,0,0
1990-10-05,170.56,171.34,167.19,169.84,1,0,0
1990-10-08,169.84,171.58,169.84,170.84,1,0,0
1990-10-09,170.84,170.84,166.44,166.44,1,0,0
1990-10-10,166.44,166.78,163.44,163.89,1,0,0
1990-10-11,163.88,164.36,160.66,161.1,1,0,0
1990-10-12,161.1,163.86,160.97,163.4,1,0,0
1990-10-15,163.4,165.61,161.86,165.01,1,0,0
1990-10-16,165.01,165.48,162.41,162.75,1,0,0
1990-10-17,162.75,163.98,162.2,162.75,1,0,0
1990-10-18,162.74,166.4,162.74,166.4,1,0,0
1990-10-19,166.4,169.69,166.4,169.68,1,0,0
1990-10-22,169.68,171.39,168.79,170.85,1,0,0
1990-10-23,170.85,171.04,169.71,169.82,1,0,0
1990-10-24,169.82,170.27,169.01,169.89,1,0,0
1990-10-25,169.89,170.42,168.48,168.74,1,0,0
1990-10-26,168.74,168.74,165.87,165.87,1,0,0
1990-10-29,165.87,167.1,163.81,164.33,1,0,0
1990-10-30,164.33,165.29,163.02,165.21,1,0,0
1990-10-31,165.21,166.07,164.52,165.29,1,0,0
1990-11-01,165.29,166.82,164.2,166.75,1,0,0
1990-11-02,166.75,169.36,166.72,169.35,1,0,0
1990-11-05,169.35,170.84,169.3,170.83,1,0,0
1990-11-06,170.83,171.01,169.49,169.61,1,0,0
1990-11-07,169.61,169.61,166.66,166.8,1,0,0
1990-11-08,166.8,168.53,166.48,167.53,1,0,0
1990-11-09,167.53,170.64,167.53,170.64,1,0,0
1990-11-12,170.64,174.03,170.64,173.95,1,0,0
1990-11-13,173.95,174.02,172.96,173.28,1,0,0
1990-11-14,173.28,175.31,173.07,174.81,1,0,0
1990-11-15,174.81,174.81,172.79,173.21,1,0,0
1990-11-16,173.21,173.95,172.17,173.2,1,0,0
1990-11-19,173.22,174.29,173.22,174.25,1,0,0
1990-11-20,174.25,174.25,172.24,172.24,1,0,0
1990-11-21,172.24,172.48,170.76,172.47,1,0,0
1990-11-23,172.47,172.98,172.01,172.04,1,0,0
1990-11-26,172.04,172.66,170.21,172.66,1,0,0
1990-11-27,172.66,173.83,172.36,173.66,1,0,0
1990-11-28,173.66,174.76,173.53,173.79,1,0,0
1990-11-29,173.79,173.79,172.4,173.07,1,0,0
1990-11-30,173.08,176.17,172.52,175.97,1,0,0
1990-12-03,175.97,177.48,175.97,177.11,1,0,0
1990-12-04,177.11,178.44,176.27,178.35,1,0,0
1990-12-05,178.35,180.55,178.09,180.55,1,0,0
1990-12-06,180.55,182.83,179.78,180.12,1,0,0
1990-12-07,180.12,180.17,178.68,179.43,1,0,0
1990-12-10,179.43,179.97,178.66,179.97,1,0,0
1990-12-11,179.97,179.97,178.39,178.78,1,0,0
1990-12-12,178.78,180.58,178.77,180.58,1,0,0
1990-12-13,180.58,180.84,180.0,180.34,1,0,0
1990-12-14,180.34,180.34,178.11,178.89,1,0,0
1990-12-17,178.89,178.89,177.6,178.33,1,0,0
1990-12-18,178.33,180.53,178.22,180.48,1,0,0
1990-12-19,180.48,180.94,180.25,180.72,1,0,0
1990-12-20,180.72,181.09,179.12,180.81,1,0,0
1990-12-21,180.81,181.83,180.81,181.49,1,0,0
1990-12-24,181.49,181.49,180.3,180.59,1,0,0
1990-12-26,180.59,181.46,180.59,181.12,1,0,0
1990-12-27,181.11,181.22,179.93,179.98,1,0,0
1990-12-28,179.97,180.06,179.34,180.06,1,0,0
1990-12-31,180.06,180.86,179.38,180.86,1,0,0
1991-01-02,180.86,180.97,178.98,178.98,1,0,0
1991-01-03,178.98,179.0,176.63,176.64,1,0,0
1991-01-04,176.64,176.8,175.21,176.26,1,0,0
1991-01-07,176.26,176.26,173.2,173.2,1,0,0
1991-01-08,173.2,173.69,172.36,172.78,1,0,0
1991-01-09,172.78,175.8,170.97,171.17,1,0,0
1991-01-10,171.17,172.78,171.17,172.76,1,0,0
1991-01-11,172.76,173.13,172.37,173.13,1,0,0
1991-01-14,173.13,173.13,169.82,171.39,1,0,0
1991-01-15,171.39,171.99,171.07,171.99,1,0,0
1991-01-16,171.99,173.91,171.72,173.62,1,0,0
1991-01-17,173.62,179.78,173.62,179.77,1,0,0
1991-01-18,179.77,181.64,179.26,181.63,1,0,0
1991-01-21,181.63,181.63,179.99,181.31,1,0,0
1991-01-22,181.31,181.43,179.86,180.1,1,0,0
1991-01-23,180.1,181.51,179.94,181.21,1,0,0
1991-01-24,181.21,184.16,181.21,183.8,1,0,0
1991-01-25,183.8,185.02,183.7,184.61,1,0,0
1991-01-28,184.61,185.37,184.49,184.79,1,0,0
1991-01-29,184.79,184.91,183.96,184.9,1,0,0
1991-01-30,184.9,187.75,184.84,187.75,1,0,0
1991-01-31,187.74,189.48,187.57,189.48,1,0,0
1991-02-01,189.48,190.28,188.0,189.38,1,0,0
1991-02-04,189.38,192.63,189.35,192.62,1,0,0
1991-02-05,192.43,194.47,192.08,194.29,1,0,0
1991-02-06,194.29,197.72,193.43,197.72,1,0,0
1991-02-07,197.72,200.26,196.33,196.79,1,0,0
1991-02-08,196.79,198.14,196.48,198.14,1,0,0
1991-02-11,198.13,202.93,198.13,202.93,1,0,0
1991-02-12,202.92,203.9,201.53,201.53,1,0,0
1991-02-13,201.53,203.51,201.12,203.37,1,0,0
1991-02-14,203.37,204.07,200.38,201.03,1,0,0
1991-02-15,201.03,203.68,201.03,203.52,1,0,0
1991-02-19,203.52,203.92,202.56,203.72,1,0,0
1991-02-20,203.72,203.72,201.16,201.5,1,0,0
1991-02-21,201.5,202.28,201.26,201.49,1,0,0
1991-02-22,201.49,204.54,201.15,201.99,1,0,0
1991-02-25,201.99,204.31,201.76,202.79,1,0,0
1991-02-26,202.79,202.79,200.18,200.49,1,0,0
1991-02-27,200.5,203.22,200.5,202.98,1,0,0
1991-02-28,202.98,204.17,202.28,202.94,1,0,0
1991-03-01,202.94,204.75,201.35,204.74,1,0,0
1991-03-04,204.74,205.76,204.25,204.54,1,0,0
1991-03-05,204.55,209.08,204.55,208.53,1,0,0
1991-03-06,208.53,210.17,207.85,208.29,1,0,0
1991-03-07,208.29,208.91,207.94,208.21,1,0,0
1991-03-08,208.19,209.55,207.65,207.71,1,0,0
1991-03-11,207.71,207.71,206.34,206.57,1,0,0
1991-03-12,206.57,207.03,204.63,204.8,1,0,0
1991-03-13,204.8,207.15,204.79,207.15,1,0,0
1991-03-14,207.15,209.18,206.05,206.79,1,0,0
1991-03-15,206.79,207.32,205.15,206.61,1,0,0
1991-03-18,206.61,206.85,204.68,205.95,1,0,0
1991-03-19,205.95,205.95,203.2,203.2,1,0,0
1991-03-20,203.2,204.3,202.77,203.91,1,0,0
1991-03-21,203.91,205.5,203.29,203.4,1,0,0
1991-03-22,203.41,204.06,202.83,203.74,1,0,0
1991-03-25,203.74,205.85,203.72,205.15,1,0,0
1991-03-26,205.15,208.65,205.05,208.64,1,0,0
1991-03-27,208.64,209.93,208.23,208.55,1,0,0
1991-03-28,208.56,209.15,208.18,208.53,1,0,0
1991-04-01,208.53,208.53,206.13,206.6,1,0,0
1991-04-02,206.6,210.85,206.6,210.85,1,0,0
1991-04-03,210.85,212.13,210.73,210.91,1,0,0
1991-04-04,210.92,212.36,209.97,211.35,1,0,0
1991-04-05,211.35,212.02,208.69,209.25,1,0,0
1991-04-08,209.24,210.68,208.84,210.67,1,0,0
1991-04-09,210.67,210.88,208.0,208.22,1,0,0
1991-04-10,208.22,208.81,207.0,207.89,1,0,0
1991-04-11,207.89,211.13,207.89,210.32,1,0,0
1991-04-12,210.32,212.05,210.04,211.66,1,0,0
1991-04-15,211.66,212.5,210.87,212.0,1,0,0
1991-04-16,212.0,215.31,211.39,215.31,1,0,0
1991-04-17,215.31,217.32,215.31,216.99,1,0,0
1991-04-18,216.99,217.16,215.78,215.91,1,0,0
1991-04-19,215.91,215.91,213.48,213.71,1,0,0
1991-04-22,213.71,213.71,211.31,211.72,1,0,0
1991-04-23,211.72,212.98,211.01,212.01,1,0,0
1991-04-24,212.02,212.6,211.27,212.54,1,0,0
1991-04-25,212.54,212.62,210.56,210.88,1,0,0
1991-04-26,210.88,211.06,209.54,210.62,1,0,0
1991-04-29,210.62,211.45,207.8,207.8,1,0,0
1991-04-30,207.8,209.67,207.08,208.31,1,0,0
1991-05-01,208.31,210.92,208.24,210.92,1,0,0
1991-05-02,210.92,211.98,210.92,211.27,1,0,0
1991-05-03,211.27,211.52,210.53,211.51,1,0,0
1991-05-06,211.52,211.52,209.98,211.11,1,0,0
1991-05-07,211.11,211.52,209.78,209.78,1,0,0
1991-05-08,209.78,210.61,209.24,210.3,1,0,0
1991-05-09,210.3,212.79,210.3,212.69,1,0,0
1991-05-10,212.69,213.07,209.0,209.05,1,0,0
1991-05-13,209.05,209.72,208.52,209.5,1,0,0
1991-05-14,209.5,209.5,206.5,206.85,1,0,0
1991-05-15,206.84,207.07,203.5,204.75,1,0,0
1991-05-16,204.75,206.81,204.75,206.67,1,0,0
1991-05-17,206.67,206.99,205.35,206.79,1,0,0
1991-05-20,206.79,207.31,206.11,206.64,1,0,0
1991-05-21,206.64,208.81,206.64,208.2,1,0,0
1991-05-22,208.2,208.86,207.91,208.79,1,0,0
1991-05-23,208.79,209.76,207.76,208.45,1,0,0
1991-05-24,208.45,209.95,208.45,209.7,1,0,0
1991-05-28,209.7,211.95,209.65,211.94,1,0,0
1991-05-29,211.93,212.94,211.75,212.57,1,0,0
1991-05-30,212.57,215.29,212.45,214.76,1,0,0
1991-05-31,214.76,216.23,213.87,216.23,1,0,0
1991-06-03,216.23,216.23,214.89,215.46,1,0,0
1991-06-04,215.46,215.46,213.99,215.36,1,0,0
1991-06-05,215.36,215.62,213.97,214.14,1,0,0
1991-06-06,214.14,214.52,213.16,213.39,1,0,0
1991-06-07,213.38,213.38,210.88,211.31,1,0,0
1991-06-10,211.31,211.39,210.44,210.69,1,0,0
1991-06-11,210.69,212.19,210.69,211.76,1,0,0
1991-06-12,211.76,211.76,208.43,209.44,1,0,0
1991-06-13,209.44,210.02,209.15,209.92,1,0,0
1991-06-14,209.92,212.3,209.92,212.29,1,0,0
1991-06-17,212.29,212.31,211.3,211.3,1,0,0
1991-06-18,211.3,212.1,210.22,210.52,1,0,0
1991-06-19,210.52,210.52,208.12,208.52,1,0,0
1991-06-20,208.52,208.92,207.82,208.62,1,0,0
1991-06-21,208.62,209.63,208.62,209.63,1,0,0
1991-06-24,209.63,209.63,205.85,205.92,1,0,0
1991-06-25,205.92,206.79,205.11,205.52,1,0,0
1991-06-26,205.52,206.31,204.37,205.81,1,0,0
1991-06-27,205.81,207.37,205.81,207.37,1,0,0
1991-06-28,207.37,207.37,204.29,205.92,1,0,0
1991-07-01,205.92,209.34,205.92,209.34,1,0,0
1991-07-02,209.34,209.34,208.73,209.12,1,0,0
1991-07-03,209.12,209.12,206.42,206.99,1,0,0
1991-07-05,206.99,207.94,206.45,207.37,1,0,0
1991-07-08,207.37,209.32,205.84,209.32,1,0,0
1991-07-09,209.32,209.87,208.39,208.76,1,0,0
1991-07-10,208.76,210.83,208.5,208.74,1,0,0
1991-07-11,208.74,209.66,208.67,209.39,1,0,0
1991-07-12,209.39,211.49,208.89,211.01,1,0,0
1991-07-15,211.0,212.5,211.0,212.26,1,0,0
1991-07-16,212.26,212.57,211.63,211.89,1,0,0
1991-07-17,211.89,212.48,211.69,211.73,1,0,0
1991-07-18,211.73,213.79,211.73,213.79,1,0,0
1991-07-19,213.79,214.05,212.99,213.29,1,0,0
1991-07-22,213.29,213.42,211.99,212.54,1,0,0
1991-07-23,212.54,213.39,210.65,210.65,1,0,0
1991-07-24,210.65,210.99,209.94,210.04,1,0,0
1991-07-25,210.04,211.3,209.89,211.3,1,0,0
1991-07-26,211.3,211.79,210.79,211.4,1,0,0
1991-07-29,211.4,212.49,211.16,212.48,1,0,0
1991-07-30,212.49,214.4,212.49,214.33,1,0,0
1991-07-31,214.34,215.19,214.19,215.18,1,0,0
1991-08-01,215.19,215.24,214.52,214.88,1,0,0
1991-08-02,214.89,216.09,214.53,215.08,1,0,0
1991-08-05,215.08,215.08,213.69,213.9,1,0,0
1991-08-06,213.9,216.6,213.45,216.55,1,0,0
1991-08-07,216.56,217.11,216.33,216.7,1,0,0
1991-08-08,216.7,217.42,215.72,216.26,1,0,0
1991-08-09,216.27,216.52,215.23,215.23,1,0,0
1991-08-12,215.23,215.75,214.66,215.71,1,0,0
1991-08-13,215.71,217.8,215.71,216.67,1,0,0
1991-08-14,216.67,217.88,216.67,217.04,1,0,0
1991-08-15,217.04,217.98,216.75,216.78,1,0,0
1991-08-16,216.78,217.25,213.56,214.91,1,0,0
1991-08-19,214.91,214.91,207.99,209.86,1,0,0
1991-08-20,209.86,211.87,209.86,211.39,1,0,0
1991-08-21,211.39,217.33,211.39,217.33,1,0,0
1991-08-22,217.33,218.0,217.15,217.77,1,0,0
1991-08-23,217.77,219.73,217.41,219.19,1,0,0
1991-08-26,219.19,219.24,218.44,219.05,1,0,0
1991-08-27,219.05,219.07,218.02,218.71,1,0,0
1991-08-28,218.71,220.64,218.7,220.63,1,0,0
1991-08-29,220.63,220.77,219.97,220.56,1,0,0
1991-08-30,220.56,220.57,219.2,220.16,1,0,0
1991-09-03,220.16,221.05,218.4,218.41,1,0,0
1991-09-04,218.41,218.6,216.64,217.17,1,0,0
1991-09-05,217.17,217.57,216.41,216.71,1,0,0
1991-09-06,216.71,217.31,215.84,216.66,1,0,0
1991-09-09,216.66,216.68,216.03,216.39,1,0,0
1991-09-10,216.39,216.4,213.77,214.16,1,0,0
1991-09-11,214.16,214.62,213.69,214.61,1,0,0
1991-09-12,214.54,215.92,214.54,215.92,1,0,0
1991-09-13,215.92,216.29,213.71,214.0,1,0,0
1991-09-16,214.0,214.99,213.68,214.99,1,0,0
1991-09-17,214.99,215.6,214.59,214.9,1,0,0
1991-09-18,214.88,215.75,214.33,215.75,1,0,0
1991-09-19,215.75,217.22,215.55,216.4,1,0,0
1991-09-20,216.4,217.3,216.16,216.85,1,0,0
1991-09-23,216.86,217.09,215.77,215.87,1,0,0
1991-09-24,215.88,216.93,215.17,216.77,1,0,0
1991-09-25,216.77,217.07,216.07,216.45,1,0,0
1991-09-26,216.46,217.1,215.61,216.36,1,0,0
1991-09-27,216.36,217.57,215.48,215.9,1,0,0
1991-09-30,215.91,217.16,215.11,217.08,1,0,0
1991-10-01,217.07,217.9,217.07,217.78,1,0,0
1991-10-02,217.78,218.16,216.94,217.24,1,0,0
1991-10-03,217.24,217.24,215.18,215.18,1,0,0
1991-10-04,215.18,215.57,213.69,213.69,1,0,0
1991-10-07,213.7,213.7,212.31,212.52,1,0,0
1991-10-08,212.52,213.4,212.41,213.2,1,0,0
1991-10-09,213.2,213.2,211.15,211.29,1,0,0
1991-10-10,211.29,213.04,210.86,213.02,1,0,0
1991-10-11,213.5,213.5,213.5,213.5,1,0,0
1991-10-14,213.5,216.18,213.5,216.17,1,0,0
1991-10-15,216.17,218.95,216.13,218.87,1,0,0
1991-10-16,218.87,220.32,218.59,220.17,1,0,0
1991-10-17,220.18,220.52,218.79,219.53,1,0,0
1991-10-18,219.54,220.02,219.54,219.92,1,0,0
1991-10-21,219.92,219.92,218.05,218.59,1,0,0
1991-10-22,218.58,219.2,217.47,217.63,1,0,0
1991-10-23,217.63,218.26,216.94,217.6,1,0,0
1991-10-24,217.6,217.77,215.24,215.91,1,0,0
1991-10-25,215.92,216.21,214.77,215.31,1,0,0
1991-10-28,215.31,217.97,215.31,217.96,1,0,0
1991-10-29,217.97,219.26,216.92,219.2,1,0,0
1991-10-30,219.2,220.34,219.2,220.34,1,0,0
1991-10-31,220.34,220.41,219.79,220.37,1,0,0
1991-11-01,220.37,221.16,219.07,219.78,1,0,0
1991-11-04,219.78,219.78,217.97,219.0,1,0,0
1991-11-05,219.01,219.95,218.09,218.33,1,0,0
1991-11-06,218.32,218.94,217.84,218.94,1,0,0
1991-11-07,218.94,220.95,218.94,220.95,1,0,0
1991-11-08,220.95,222.35,220.53,220.75,1,0,0
1991-11-11,220.75,221.28,220.56,221.12,1,0,0
1991-11-12,221.12,223.28,221.12,223.1,1,0,0
1991-11-13,223.1,223.42,221.63,223.41,1,0,0
1991-11-14,223.42,223.87,222.54,223.19,1,0,0
1991-11-15,223.19,223.2,215.28,215.28,1,0,0
1991-11-18,215.28,216.51,213.61,216.46,1,0,0
1991-11-19,216.46,216.46,210.65,213.11,1,0,0
1991-11-20,213.11,214.14,212.48,212.82,1,0,0
1991-11-21,212.82,214.1,212.34,213.72,1,0,0
